194.4,133.7,545.3,58.1,13.0,0.5,42.3,10.1,3.1
24.1,14.1,51.8,15.6,0.1,0.0,12.5,0.1,0.3
0.5,0.7,0.8,0.4,0.0,0.0,0.3,0.0,0.1
0.3,0.3,2.9,1.6,0.0,0.0,0.2,0.0,0.0
71.2,21.0,66.6,15.9,0.0,0.2,4.4,8.4,0.2
1.2,3.2,9.0,1.7,0.0,0.0,0.8,0.1,0.2
1.6,2.3,5.9,0.3,0.0,0.0,0.5,0.0,0.1
57.1,6.1,35.5,3.6,0.0,0.2,6.4,0.2,0.2
0.2,1.5,5.6,0.3,0.0,0.0,2.8,0.0,0.2
25.9,17.8,283.2,6.7,0.0,0.0,3.8,0.8,0.3
0.5,3.7,1.1,1.2,1.6,0.0,1.0,0.2,0.2
0.3,13.9,14.2,1.7,0.0,0.0,0.5,0.0,0.1
5.2,43.7,61.1,7.3,7.4,0.0,6.3,0.2,0.6
1.8,3.3,6.0,1.4,0.0,0.0,2.0,0.0,0.3
4.4,2.2,1.5,0.4,0.0,0.0,0.8,0.0,0.1
54.4,99.2,410.3,112.1,2.6,0.2,28.9,1.9,1.5
0.2,2.2,0.3,0.3,0.0,0.0,0.0,0.0,0.0
36.5,49.5,133.0,84.7,0.2,0.0,16.8,1.2,0.9
11.1,37.5,182.2,24.6,2.4,0.2,5.4,0.5,0.5
1.9,24.4,36.3,9.4,0.0,0.0,0.0,0.0,0.2
0.6,3.2,8.6,7.4,0.0,0.0,0.7,0.0,0.2
8.6,9.9,137.4,7.7,0.0,0.0,4.6,0.0,0.1
6.6,10.0,94.7,2.6,0.0,0.0,6.6,0.1,0.1
47.4,96.3,155.0,37.0,1.0,0.1,24.6,3.4,2.5
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
0.0,0.6,1.2,1.8,0.0,0.0,0.2,0.0,0.0
1.6,11.2,4.1,0.3,0.0,0.0,3.6,0.1,0.2
3.5,23.4,63.1,10.8,0.0,0.0,3.6,0.1,0.2
2.9,9.6,20.6,9.0,0.0,0.0,1.3,0.0,0.7
3.7,15.4,12.9,5.3,0.0,0.0,2.4,0.4,0.4
29.9,12.2,23.1,6.7,0.0,0.0,8.2,0.9,0.5
2.2,4.8,14.2,1.1,0.0,0.0,3.5,0.9,0.2
2.9,14.9,15.9,1.9,0.0,0.0,1.8,0.0,0.2
12.0,22.2,69.8,24.3,0.0,0.1,6.7,2.2,1.2
0.3,0.6,1.4,11.0,0.0,0.0,0.7,0.0,0.0
4.7,5.8,5.9,1.9,0.0,0.0,0.0,0.0,0.0
1.0,1.1,10.6,0.7,0.0,0.0,1.2,0.0,0.0
0.1,1.9,4.4,0.7,0.0,0.0,0.0,0.0,0.1
4.4,2.6,2.0,2.0,0.0,0.0,2.4,2.0,0.1
0.7,5.4,16.5,3.4,0.0,0.0,1.0,0.0,0.6
0.1,0.8,4.4,0.7,0.0,0.0,0.0,0.0,0.1
0.1,0.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0
0.3,3.8,21.2,3.9,0.0,0.0,0.0,0.0,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
