15514.0,9313.0,55954.0,47187.0,22904.0,20375.0,27524.0,15441.0,12706.0,34098.0
1612.0,1097.0,4891.0,5808.0,2779.0,2892.0,3781.0,1942.0,1273.0,4847.0
308.0,155.0,895.0,626.0,294.0,470.0,698.0,297.0,234.0,648.0
254.0,215.0,1390.0,818.0,321.0,903.0,772.0,807.0,878.0,1234.0
3157.0,1911.0,7266.0,8584.0,4169.0,3411.0,4657.0,2410.0,2006.0,5224.0
848.0,433.0,2609.0,2680.0,1212.0,1113.0,1688.0,649.0,614.0,1810.0
484.0,296.0,1830.0,1504.0,565.0,1031.0,1007.0,479.0,383.0,1221.0
1626.0,875.0,7017.0,4581.0,2124.0,1465.0,1566.0,1257.0,1279.0,2869.0
511.0,410.0,2929.0,1543.0,836.0,1276.0,1389.0,529.0,780.0,1397.0
1954.0,1038.0,7014.0,6209.0,3159.0,1574.0,2938.0,2004.0,1332.0,3504.0
634.0,400.0,2319.0,2059.0,1012.0,1291.0,2129.0,1238.0,633.0,2004.0
550.0,310.0,2104.0,1409.0,570.0,1079.0,1258.0,577.0,411.0,1620.0
2036.0,1237.0,7830.0,6590.0,3863.0,1537.0,2167.0,1718.0,1451.0,3854.0
892.0,660.0,5665.0,3077.0,1245.0,1514.0,2370.0,910.0,948.0,2191.0
648.0,276.0,2195.0,1699.0,755.0,819.0,1104.0,624.0,484.0,1675.0
7303.0,3823.0,24177.0,22761.0,10950.0,6576.0,10948.0,6867.0,5760.0,12723.0
258.0,174.0,1453.0,698.0,325.0,853.0,906.0,616.0,392.0,736.0
3238.0,1646.0,11440.0,9972.0,4738.0,2075.0,3962.0,2242.0,2171.0,4620.0
2023.0,933.0,5804.0,6640.0,3110.0,2021.0,2908.0,2202.0,1665.0,4446.0
800.0,375.0,2131.0,2379.0,1301.0,761.0,1249.0,1038.0,718.0,1927.0
200.0,100.0,607.0,516.0,309.0,519.0,485.0,266.0,233.0,711.0
1023.0,458.0,3066.0,3745.0,1500.0,741.0,1174.0,898.0,714.0,1808.0
1784.0,1070.0,5480.0,5451.0,2777.0,1627.0,3172.0,1807.0,1532.0,2921.0
9411.0,5619.0,33087.0,28568.0,13789.0,11268.0,15840.0,9359.0,7952.0,18893.0
94.0,103.0,342.0,290.0,261.0,326.0,296.0,141.0,136.0,456.0
87.0,69.0,171.0,166.0,108.0,484.0,418.0,180.0,218.0,355.0
245.0,204.0,552.0,524.0,244.0,416.0,557.0,232.0,274.0,655.0
867.0,613.0,3339.0,2575.0,1383.0,2311.0,1667.0,853.0,666.0,2417.0
1575.0,733.0,5391.0,4846.0,2338.0,1814.0,2645.0,1932.0,1439.0,2965.0
1232.0,959.0,4129.0,3852.0,1890.0,1885.0,2769.0,1241.0,1382.0,2733.0
880.0,666.0,3464.0,2967.0,1603.0,1025.0,2276.0,1178.0,1014.0,1918.0
2611.0,1475.0,9687.0,7877.0,3738.0,1253.0,2529.0,1921.0,1712.0,3740.0
911.0,446.0,3440.0,3026.0,1374.0,1164.0,1777.0,955.0,589.0,2252.0
909.0,351.0,2572.0,2445.0,850.0,590.0,906.0,726.0,522.0,1402.0
3961.0,2762.0,14621.0,14641.0,6498.0,7869.0,9130.0,4587.0,5080.0,10709.0
429.0,316.0,1395.0,3189.0,634.0,1117.0,1260.0,477.0,402.0,1325.0
625.0,504.0,1880.0,1599.0,593.0,1389.0,1603.0,628.0,926.0,1641.0
254.0,239.0,882.0,713.0,389.0,1109.0,1326.0,346.0,388.0,773.0
213.0,151.0,984.0,580.0,466.0,431.0,357.0,221.0,293.0,546.0
1001.0,628.0,4513.0,3944.0,1798.0,990.0,1732.0,1181.0,1270.0,2361.0
721.0,419.0,2646.0,2389.0,1320.0,938.0,1244.0,842.0,784.0,1626.0
285.0,207.0,909.0,905.0,539.0,851.0,662.0,350.0,348.0,813.0
99.0,71.0,195.0,257.0,91.0,209.0,177.0,105.0,110.0,314.0
249.0,169.0,1004.0,881.0,579.0,510.0,516.0,313.0,419.0,969.0
59.0,36.0,184.0,126.0,68.0,175.0,173.0,93.0,103.0,226.0
26.0,22.0,29.0,58.0,21.0,150.0,80.0,31.0,37.0,115.0
